Client Name,Client Code,Entry Date,Entered by ,Industry,Sub Industry,What do they do,Territory,Pursued Opportunity Value,Incorporation Type,Listed Company,Market Cap,Annual Revenue (QAR),Classification,Employee Strength,IT Employee Strength,Primary Relationship Holder,Secondary Relationship Holder (Pref Economic),Relationship Status,Details are upto date,Related Contacts,Lifetime Value,Priority,Action
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-488174.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-489276.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-490378.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-491480,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-492581.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-493683.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-494785.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
exo,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-495887.2727,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
spaceX,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-496989.0909,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Reliance Geo,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-498090.9091,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
FutureLink,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-499192.7273,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-500294.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-501396.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-502498.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-503600,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-504701.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-505803.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-506905.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
exo,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-508007.2727,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
spaceX,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-509109.0909,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Reliance Geo,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-510210.9091,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
FutureLink,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-511312.7273,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-512414.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-513516.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-514618.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-515720,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-516821.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-517923.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-519025.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
exo,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-520127.2727,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
spaceX,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-521229.0909,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Reliance Geo,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-522330.9091,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
FutureLink,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-523432.7273,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-524534.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-525636.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-526738.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-527840,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-528941.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-530043.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-531145.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
exo,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-532247.2727,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
spaceX,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-533349.0909,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Reliance Geo,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-534450.9091,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
FutureLink,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-535552.7273,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-536654.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-537756.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-538858.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-539960,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-541061.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-542163.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-543265.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
exo,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-544367.2727,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
spaceX,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-545469.0909,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Reliance Geo,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-546570.9091,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
FutureLink,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-547672.7273,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-548774.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-549876.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-550978.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-552080,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-553181.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-554283.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-555385.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
exo,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-556487.2727,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
